energy,price
20594.0,55.69
22420.0,61.0
24126.0,60.35
24890.0,59.57
25125.0,56.55
25612.0,55.97
25462.0,52.94
24307.0,51.76
23720.0,51.05
23511.0,53.04
23594.0,53.82
23908.0,58.42
24696.0,64.7
27023.0,62.16
27366.0,51.41
25518.0,47.31
26842.0,42.27
25407.0,37.88
24278.0,35.62
23892.0,34.32
23858.0,30.56
24137.0,35.67
25555.0,45.08
28158.0,51.52
30621.0,57.93
31833.0,58.43
32876.0,59.05
33537.0,58.02
34173.0,57.99
34217.0,55.99
33167.0,53.45
32544.0,50.84
32564.0,51.41
32733.0,52.67
32272.0,63.13
31706.0,72.7
31386.0,79.21
31549.0,78.6
30673.0,72.14
28327.0,64.56
30571.0,63.06
28591.0,62.81
27175.0,58.94
26344.0,55.27
25920.0,59.01
25965.0,62.99
27314.0,65.94
29375.0,69.47
31807.0,71.71
34202.0,72.42
35759.0,73.75
36285.0,72.38
37284.0,72.16
37684.0,71.79
37136.0,69.51
36633.0,66.39
36384.0,65.25
36347.0,65.93
35697.0,67.39
35065.0,69.47
34040.0,74.54
33223.0,73.67
32722.0,67.18
30897.0,59.51
25282.0,61.31
23620.0,55.35
22516.0,53.79
21875.0,53.25
21672.0,53.47
21970.0,53.23
23562.0,56.33
25025.0,62.97
27214.0,67.53
29544.0,68.45
31035.0,70.03
31871.0,71.0
32803.0,71.08
33691.0,70.67
33554.0,69.15
33018.0,68.24
32950.0,68.04
32872.0,68.16
32508.0,69.49
31724.0,74.32
31142.0,72.3
32074.0,70.56
31373.0,66.24
29262.0,60.85
25460.0,59.07
23993.0,54.24
23058.0,53.99
22690.0,53.85
22608.0,54.05
22940.0,54.89
24806.0,57.81
27432.0,66.14
29074.0,69.51
30449.0,69.69
31368.0,70.15
31927.0,70.05
32355.0,69.82
32430.0,69.39
31259.0,67.1
30930.0,63.76
30866.0,64.14
30892.0,65.1
30628.0,69.15
30144.0,69.55
31069.0,72.18
32025.0,70.93
29287.0,68.74
26890.0,61.88
24356.0,61.71
22975.0,59.56
21964.0,56.72
21328.0,55.39
20940.0,53.38
20732.0,52.79
21215.0,52.36
22442.0,53.44
23273.0,55.91
25104.0,62.9
26636.0,61.15
26966.0,57.55
26927.0,56.47
26973.0,56.58
26447.0,55.59
25213.0,52.8
24486.0,52.22
24376.0,53.69
24443.0,60.11
25448.0,61.66
27912.0,67.61
27792.0,65.21
25909.0,60.21
24138.0,59.51
23941.0,60.24
22509.0,55.17
21825.0,51.81
21467.0,51.15
21504.0,50.9
22037.0,51.3
24291.0,52.0
27778.0,52.67
29746.0,51.92
30658.0,57.25
30998.0,60.24
31022.0,61.19
31246.0,61.52
31217.0,61.18
29999.0,60.38
29412.0,56.37
29141.0,53.55
29719.0,54.38
31934.0,58.18
32853.0,62.78
32915.0,70.79
31680.0,70.99
28794.0,67.27
26084.0,60.28
26712.0,55.6
24735.0,50.9
23592.0,50.23
22985.0,49.42
22932.0,49.73
23637.0,49.23
26071.0,55.91
30363.0,60.83
33031.0,61.96
33770.0,63.55
34135.0,60.56
33937.0,59.59
33616.0,60.34
33454.0,61.25
32367.0,61.03
31976.0,58.37
31920.0,57.01
32860.0,58.07
35095.0,64.67
35588.0,68.06
35683.0,67.3
34799.0,64.6
32246.0,59.02
29306.0,56.72
22330.0,49.81
21100.0,48.11
20306.0,47.11
20080.0,46.56
20028.0,46.46
20752.0,46.64
23232.0,53.15
27166.0,61.96
29510.0,65.85
30166.0,64.08
30830.0,63.73
30971.0,64.16
31456.0,64.56
31464.0,64.85
30148.0,64.51
29336.0,63.44
29116.0,63.75
29077.0,63.91
28959.0,64.69
29992.0,70.22
32218.0,70.62
31387.0,66.33
28233.0,61.0
25686.0,56.39
24106.0,50.1
22791.0,48.87
21993.0,47.56
21725.0,45.06
21619.0,44.93
22029.0,47.82
23949.0,54.56
27761.0,61.04
29734.0,64.16
30343.0,63.62
30773.0,63.45
31033.0,63.52
31349.0,63.76
30999.0,64.58
29731.0,63.83
28999.0,61.58
28828.0,61.24
28819.0,62.39
28569.0,66.65
29634.0,69.02
32243.0,68.96
31446.0,66.44
28355.0,62.63
25884.0,57.49
24340.0,52.74
22872.0,49.3
21952.0,48.51
21621.0,48.59
21516.0,48.31
21922.0,48.93
23870.0,54.5
27547.0,64.75
29617.0,69.94
30210.0,71.33
30684.0,71.6
30737.0,69.09
30934.0,68.33
30912.0,67.71
29807.0,65.71
29128.0,64.37
28974.0,64.17
29011.0,64.63
28763.0,67.08
29980.0,75.23
32460.0,76.62
31535.0,74.65
28579.0,68.61
26037.0,64.02
24363.0,63.82
22923.0,62.4
22099.0,59.75
21767.0,59.77
21590.0,57.83
22096.0,59.92
24257.0,63.79
28119.0,69.31
30225.0,71.75
30742.0,73.25
31214.0,73.34
31405.0,71.79
31500.0,68.51
31213.0,66.52
30099.0,65.56
29239.0,63.83
29033.0,64.38
28873.0,64.71
28633.0,69.04
29849.0,72.61
31634.0,75.06
30786.0,70.45
28097.0,67.03
25926.0,59.81
24554.0,63.46
23071.0,55.48
22029.0,54.5
21526.0,52.15
21253.0,49.34
21134.0,47.35
21613.0,48.83
22993.0,52.3
24155.0,56.55
25901.0,57.76
27494.0,56.28
27849.0,55.4
27872.0,56.4
27881.0,53.72
27291.0,52.22
25892.0,49.55
25159.0,49.02
24969.0,53.28
25130.0,58.95
26731.0,60.59
28619.0,62.37
28422.0,59.88
26427.0,56.19
24623.0,54.04
22885.0,56.38
21414.0,54.22
20354.0,51.43
19803.0,52.19
19588.0,53.06
19539.0,54.03
19891.0,54.81
20454.0,56.25
20790.0,55.64
21989.0,58.1
23564.0,63.18
24366.0,65.45
24732.0,65.9
25089.0,66.08
24867.0,65.75
23579.0,58.81
22984.0,57.8
22808.0,55.09
23337.0,60.1
25290.0,67.43
27399.0,70.75
27647.0,70.41
26119.0,69.2
24387.0,64.43
22620.0,58.42
21323.0,57.5
20669.0,53.38
20418.0,52.24
20388.0,50.68
21012.0,52.74
23557.0,57.34
27549.0,66.39
29935.0,71.05
30670.0,72.87
31363.0,74.24
31659.0,74.18
31889.0,71.77
31639.0,71.46
30367.0,66.28
29702.0,65.89
29492.0,65.78
29651.0,65.45
29623.0,68.8
31122.0,74.0
32789.0,74.08
31850.0,67.36
28788.0,63.25
26163.0,57.32
24542.0,53.44
23082.0,51.33
22212.0,49.17
21893.0,48.36
21807.0,46.61
22222.0,48.83
24302.0,52.36
27957.0,56.8
30312.0,59.33
30783.0,62.07
31445.0,64.17
31630.0,65.54
31709.0,64.85
31580.0,63.19
30457.0,60.52
29913.0,58.79
29555.0,57.85
29498.0,58.62
29493.0,57.35
31060.0,61.59
32951.0,67.57
31857.0,62.17
28663.0,58.73
26144.0,51.13
24448.0,49.93
23011.0,48.98
22277.0,48.38
21836.0,47.29
21729.0,47.08
22224.0,48.79
24278.0,53.21
28188.0,58.43
30538.0,63.75
30832.0,64.72
31208.0,64.72
31405.0,64.71
31527.0,63.62
31339.0,62.35
29969.0,60.12
29323.0,59.01
29071.0,58.75
29056.0,58.75
28831.0,63.79
30411.0,66.05
32654.0,68.99
31540.0,65.66
28492.0,59.87
26078.0,58.29
24486.0,53.31
23090.0,50.93
22269.0,49.44
21886.0,49.08
21741.0,48.74
22166.0,49.31
24225.0,55.18
27918.0,63.99
30236.0,64.52
30789.0,64.76
30879.0,64.46
30953.0,65.6
31006.0,64.41
30954.0,63.3
29842.0,60.37
29120.0,59.07
28977.0,60.29
28979.0,63.92
28797.0,66.16
30499.0,75.72
32493.0,75.96
31718.0,74.75
28664.0,66.19
26175.0,63.77
24510.0,59.22
23072.0,56.43
22224.0,55.13
21884.0,56.31
21707.0,54.62
22088.0,56.33
24172.0,64.23
28122.0,67.69
30546.0,73.59
30845.0,71.52
31369.0,70.85
31472.0,71.57
31615.0,70.27
31303.0,68.79
30000.0,69.08
29160.0,67.63
28963.0,67.26
28918.0,68.69
28807.0,68.91
30487.0,72.16
31919.0,75.74
31018.0,70.99
28276.0,66.91
26124.0,59.99
24712.0,60.18
23184.0,55.49
21904.0,51.7
21378.0,52.33
21078.0,50.79
20824.0,51.91
21337.0,53.32
22634.0,57.2
23920.0,60.73
25679.0,66.01
27261.0,64.73
27744.0,66.23
27802.0,65.76
27838.0,65.45
27143.0,64.57
25674.0,63.06
24753.0,60.47
24415.0,60.04
24672.0,62.11
26533.0,65.23
28128.0,66.87
27950.0,64.96
26066.0,60.61
24421.0,55.91
22745.0,57.77
21298.0,51.9
20261.0,50.14
19775.0,50.54
19505.0,48.07
19298.0,47.2
19401.0,46.92
19732.0,47.01
20108.0,46.73
21221.0,50.15
23106.0,51.17
24069.0,56.63
24399.0,56.27
24405.0,56.44
24730.0,56.69
24419.0,56.45
23242.0,57.17
22657.0,57.48
22713.0,57.54
24692.0,65.34
26524.0,64.51
27167.0,67.36
26820.0,66.64
25434.0,60.06
23447.0,56.79
21922.0,53.1
20785.0,49.57
20275.0,47.16
20111.0,46.71
20328.0,45.7
20953.0,46.98
23695.0,54.89
27084.0,62.13
29342.0,63.75
30529.0,65.39
31293.0,64.91
31526.0,65.59
31714.0,64.77
31529.0,63.01
30301.0,59.51
29602.0,57.58
29404.0,57.35
29662.0,62.91
31389.0,71.18
32677.0,72.14
32597.0,72.34
31207.0,67.32
28271.0,62.62
25757.0,53.96
24109.0,51.54
22719.0,46.94
21989.0,43.69
21678.0,40.15
21678.0,40.59
22137.0,41.61
24417.0,49.93
27679.0,54.94
29951.0,59.54
30916.0,62.54
31245.0,63.54
31385.0,63.01
31754.0,63.78
31420.0,61.52
30423.0,61.2
29762.0,60.66
29630.0,57.82
29976.0,62.45
31737.0,68.38
33125.0,68.34
32972.0,68.03
31670.0,64.12
28723.0,57.46
25940.0,50.8
24207.0,46.25
22887.0,42.17
22020.0,39.77
21681.0,37.32
21658.0,34.55
22105.0,38.34
24324.0,45.92
27541.0,51.38
29492.0,55.36
30581.0,57.92
31265.0,58.27
31405.0,57.77
31516.0,57.32
31395.0,55.16
30340.0,53.23
29839.0,52.24
29579.0,55.16
29869.0,58.27
31756.0,66.49
33176.0,68.59
33168.0,68.29
31843.0,61.61
28874.0,59.85
26137.0,55.34
24386.0,50.28
22927.0,49.23
22113.0,48.03
21768.0,45.78
21625.0,44.79
22197.0,48.33
24571.0,54.58
27576.0,61.53
29581.0,64.06
30451.0,65.29
30955.0,64.17
31158.0,63.38
31427.0,62.24
31298.0,62.21
30212.0,63.32
29726.0,63.66
29540.0,63.13
29875.0,64.93
31856.0,71.23
33106.0,74.13
33012.0,72.1
31677.0,66.54
28904.0,62.92
26310.0,55.69
24596.0,56.53
23251.0,50.96
22363.0,49.2
21951.0,46.25
21906.0,45.69
22376.0,47.35
24577.0,53.08
27634.0,60.11
29625.0,62.81
30597.0,63.8
30965.0,62.46
31127.0,60.62
31294.0,60.84
31136.0,56.95
30191.0,56.0
29470.0,55.3
29040.0,56.33
29145.0,61.13
31042.0,64.86
31982.0,64.27
31574.0,60.39
30591.0,57.98
28058.0,54.28
25818.0,47.36
24537.0,46.95
23005.0,43.98
21987.0,40.66
21417.0,40.81
21240.0,40.42
21086.0,41.37
21591.0,43.01
22361.0,46.35
23642.0,49.38
25960.0,55.56
27357.0,58.54
27374.0,61.62
27244.0,63.85
27325.0,62.01
26662.0,61.41
25393.0,59.42
24714.0,57.93
24794.0,61.54
26779.0,63.83
27913.0,65.85
28086.0,67.08
27506.0,66.27
25693.0,63.7
23899.0,63.49
27171.0,63.39
24732.0,49.82
22909.0,48.55
21937.0,46.99
21517.0,41.21
21640.0,41.39
22075.0,41.6
22839.0,41.39
23400.0,42.71
25037.0,44.26
27071.0,42.47
28054.0,40.9
27967.0,43.3
28163.0,41.76
28026.0,41.07
26763.0,37.97
26197.0,40.35
26455.0,44.38
29411.0,53.72
31536.0,61.9
32609.0,56.18
32773.0,51.26
31535.0,47.76
29241.0,42.81
29639.0,42.89
27088.0,38.25
25819.0,33.89
25301.0,32.54
25226.0,34.99
25859.0,41.83
28551.0,43.75
33620.0,57.07
36542.0,57.09
37726.0,57.0
38398.0,59.15
38180.0,58.79
37643.0,59.96
37287.0,61.92
35802.0,60.85
35277.0,62.68
35069.0,64.52
35355.0,67.47
36371.0,80.5
38780.0,76.16
39029.0,75.75
38163.0,70.0
35588.0,64.76
32007.0,58.07
25921.0,50.83
24163.0,45.52
23090.0,44.01
22722.0,42.2
22747.0,42.75
23321.0,44.0
25748.0,53.36
29151.0,58.57
31765.0,60.06
32697.0,63.23
32995.0,63.5
32837.0,63.01
32807.0,61.47
32408.0,61.75
31304.0,59.74
30557.0,59.18
30021.0,62.29
29786.0,69.16
29756.0,79.11
32252.0,72.34
34053.0,72.91
33227.0,67.81
30621.0,58.67
27807.0,57.01
25812.0,55.06
24002.0,50.05
22753.0,45.06
22047.0,44.24
21619.0,41.54
21428.0,44.87
21963.0,54.4
22666.0,57.5
23913.0,59.18
26563.0,62.73
28521.0,65.18
28813.0,63.76
28671.0,62.73
28746.0,61.89
28045.0,61.52
26525.0,64.06
25669.0,65.79
25303.0,72.8
25181.0,76.19
25403.0,72.52
26594.0,71.77
28992.0,69.35
27835.0,66.9
25875.0,60.3
23611.0,56.43
22203.0,49.48
21424.0,48.01
21105.0,43.78
21006.0,42.55
21565.0,44.7
23850.0,52.16
26316.0,61.2
28525.0,63.68
29952.0,63.68
31024.0,64.14
31607.0,62.52
32139.0,62.45
32205.0,60.85
31225.0,60.49
30606.0,63.78
30685.0,63.49
30874.0,66.28
30328.0,74.36
30112.0,70.55
30096.0,69.35
31289.0,66.71
29937.0,59.57
27239.0,58.75
26883.0,59.56
25281.0,54.27
24419.0,50.69
23920.0,50.26
23811.0,50.19
24065.0,50.28
25266.0,56.93
27820.0,64.48
30206.0,65.26
31608.0,65.64
32612.0,65.04
32972.0,64.98
33324.0,64.22
33231.0,62.4
31978.0,63.17
31260.0,64.84
31222.0,65.53
31366.0,66.0
31000.0,71.33
30573.0,74.23
30462.0,73.89
30760.0,70.66
29962.0,66.98
27516.0,64.49
29689.0,64.79
28011.0,57.32
26421.0,53.26
25404.0,52.19
24868.0,52.32
24439.0,51.93
24249.0,52.99
24543.0,55.64
26278.0,60.34
28473.0,62.05
30361.0,61.18
31351.0,60.27
31865.0,60.47
32380.0,62.35
32073.0,60.74
31521.0,60.86
30959.0,63.8
30751.0,64.71
30545.0,66.82
30453.0,66.2
30320.0,65.49
30352.0,65.26
30602.0,64.12
29031.0,55.35
27314.0,53.4
25428.0,49.83
24269.0,47.65
23592.0,46.24
23264.0,44.49
23514.0,44.76
24715.0,43.99
25945.0,43.65
28215.0,45.25
30447.0,50.55
31867.0,50.05
32762.0,50.12
33499.0,51.07
34277.0,51.18
33925.0,51.51
33215.0,50.01
32957.0,50.15
32791.0,56.02
32381.0,65.77
31763.0,69.54
31369.0,71.85
32318.0,73.81
31465.0,67.84
29354.0,65.13
25485.0,67.92
24041.0,66.96
23035.0,63.71
22574.0,60.88
22353.0,60.1
22500.0,61.09
23709.0,68.86
25986.0,68.0
27308.0,68.45
28511.0,70.69
29526.0,69.4
30172.0,67.5
30794.0,67.89
30996.0,67.4
30165.0,66.63
29339.0,65.89
29108.0,66.93
29063.0,69.57
28929.0,76.38
28812.0,78.5
29707.0,78.17
30720.0,74.41
28452.0,68.11
26391.0,65.4
22716.0,67.05
21508.0,63.61
20517.0,60.21
19889.0,59.54
19679.0,59.09
19687.0,59.11
19894.0,65.19
20465.0,67.83
20556.0,69.55
22105.0,70.75
23613.0,69.82
24398.0,67.97
24590.0,68.41
24835.0,67.66
24612.0,67.4
23419.0,66.69
22640.0,67.68
22320.0,69.99
22364.0,77.88
23695.0,81.01
26209.0,80.92
26549.0,76.57
25316.0,70.85
23878.0,67.67
24381.0,67.43
22893.0,63.87
22075.0,61.12
21842.0,58.04
21791.0,57.8
22324.0,58.66
24449.0,64.26
28071.0,68.3
29861.0,69.73
30776.0,71.63
31185.0,70.62
31456.0,69.08
31365.0,68.35
31190.0,68.49
30148.0,66.71
29498.0,66.45
29371.0,67.4
29805.0,70.85
32090.0,77.78
33005.0,79.85
33113.0,79.82
31765.0,75.66
29001.0,70.18
26294.0,65.89
27101.0,67.58
24978.0,65.33
23823.0,63.88
23326.0,61.85
23255.0,61.11
23840.0,62.78
26334.0,65.07
30785.0,67.25
33336.0,67.59
34086.0,69.82
34384.0,68.19
34031.0,67.97
33722.0,68.37
33378.0,67.47
32263.0,66.58
31675.0,66.18
31605.0,67.46
32516.0,72.1
34576.0,80.66
34865.0,79.17
34640.0,79.09
33695.0,74.81
31602.0,70.31
29266.0,66.89
24884.0,65.2
23385.0,64.8
22479.0,62.09
22121.0,58.31
22000.0,57.71
22412.0,58.31
24666.0,63.35
28283.0,63.77
30181.0,64.54
31044.0,66.77
31568.0,65.82
31573.0,64.77
31547.0,64.83
31286.0,66.47
30144.0,65.04
29296.0,64.62
28900.0,64.41
29393.0,62.31
31892.0,67.47
32582.0,69.05
32278.0,66.92
31137.0,67.86
28663.0,62.62
26383.0,54.96
24785.0,55.23
23208.0,52.52
21977.0,50.14
21271.0,49.63
21047.0,49.52
20972.0,50.2
21548.0,51.06
22693.0,53.35
23842.0,56.25
26081.0,60.74
27411.0,63.4
27595.0,62.92
27476.0,64.09
27488.0,64.35
26749.0,63.54
25359.0,58.53
24651.0,58.46
24811.0,62.55
27252.0,66.89
28163.0,68.75
28483.0,68.2
28210.0,67.85
26497.0,64.4
24566.0,63.59
22864.0,59.67
21329.0,57.1
20271.0,55.41
19681.0,54.51
19578.0,53.25
19494.0,52.8
19753.0,53.82
20188.0,54.38
20599.0,54.33
22401.0,56.01
23880.0,57.82
24517.0,55.87
24406.0,57.18
24744.0,58.23
24711.0,58.39
23462.0,55.84
22924.0,56.83
23029.0,59.47
25724.0,67.24
27258.0,69.2
28119.0,69.55
27988.0,69.42
26730.0,66.31
24617.0,63.94
22612.0,63.66
21329.0,58.69
20541.0,56.73
20296.0,56.47
20386.0,56.45
21099.0,56.86
23823.0,59.24
27926.0,66.01
30110.0,68.44
31216.0,69.3
31750.0,69.04
31781.0,67.94
31866.0,67.95
31692.0,68.4
30479.0,66.9
29453.0,67.03
29539.0,68.08
30130.0,69.26
32796.0,73.18
33487.0,75.38
33513.0,74.7
32295.0,72.3
29495.0,68.69
26800.0,64.16
24849.0,63.59
23329.0,57.64
22459.0,55.66
22109.0,54.2
22088.0,53.82
22585.0,54.53
24969.0,57.64
28954.0,65.53
31021.0,67.27
31976.0,67.86
32451.0,67.86
32478.0,67.07
32461.0,66.7
32176.0,66.49
30905.0,65.22
30217.0,64.22
29941.0,64.59
30596.0,67.6
33125.0,72.92
33964.0,73.25
33986.0,73.26
32852.0,71.55
29846.0,67.55
27063.0,63.83
25090.0,65.09
23550.0,57.91
22654.0,55.3
22179.0,55.02
22255.0,55.61
22783.0,56.33
25081.0,64.43
28993.0,68.61
31064.0,68.52
32000.0,69.03
32361.0,69.04
32398.0,68.75
32368.0,68.34
32147.0,68.49
30827.0,68.15
30326.0,67.69
29936.0,68.06
30508.0,69.13
33082.0,75.8
33858.0,76.68
33931.0,76.77
32726.0,73.23
29868.0,68.91
27102.0,66.36
24987.0,66.19
23399.0,58.95
22411.0,57.03
21972.0,55.93
21918.0,55.9
22476.0,55.77
24801.0,63.47
28629.0,67.94
30837.0,68.11
31632.0,68.75
31929.0,68.93
31801.0,68.5
32023.0,68.68
31896.0,68.34
30772.0,68.23
30346.0,68.18
30035.0,68.5
30740.0,68.94
33208.0,72.84
33818.0,73.2
33912.0,73.0
32783.0,71.77
30088.0,67.95
27259.0,64.94
25371.0,64.81
23776.0,57.48
22704.0,56.36
22308.0,55.21
22265.0,52.24
22817.0,53.07
24959.0,57.76
28847.0,63.73
30948.0,65.43
31826.0,66.03
32225.0,64.95
32197.0,63.7
32076.0,63.77
31911.0,62.91
30386.0,56.56
30231.0,53.3
29824.0,53.62
30393.0,58.34
32704.0,62.38
33023.0,60.32
32986.0,58.44
31942.0,53.55
29772.0,47.08
27435.0,42.61
25736.0,40.71
24223.0,34.39
22956.0,25.66
22251.0,20.85
21883.0,18.2
21871.0,18.19
22362.0,19.55
23487.0,23.04
24682.0,35.57
27009.0,43.25
28638.0,44.52
28981.0,43.11
28745.0,44.19
28947.0,41.49
28040.0,36.74
26701.0,35.38
26055.0,35.93
26476.0,45.36
28518.0,53.1
28813.0,52.78
29284.0,54.12
29093.0,49.89
27413.0,48.69
25484.0,45.44
23899.0,47.09
22245.0,42.23
21031.0,38.65
20256.0,35.42
20114.0,34.34
20048.0,34.37
20360.0,35.9
20970.0,38.31
21276.0,48.69
23157.0,50.72
25184.0,50.13
26078.0,49.51
26240.0,49.5
26778.0,49.83
26578.0,49.25
25225.0,45.46
24583.0,45.54
25005.0,50.32
27658.0,64.85
28718.0,68.93
29453.0,69.08
29519.0,67.76
28297.0,55.93
26019.0,50.91
23821.0,58.48
22102.0,52.14
21198.0,48.07
20981.0,44.83
21089.0,43.91
21941.0,50.65
24827.0,59.75
29462.0,67.05
32185.0,70.49
33597.0,74.41
34544.0,74.45
34426.0,73.41
34431.0,70.46
34179.0,70.0
32961.0,68.3
32496.0,68.37
32185.0,68.91
33036.0,78.64
35422.0,91.35
36179.0,99.32
36147.0,91.9
34935.0,76.69
32092.0,68.73
28882.0,65.78
26527.0,58.72
24607.0,56.4
23604.0,54.25
23215.0,52.28
23168.0,51.63
23838.0,54.04
26434.0,63.85
30923.0,70.85
33785.0,75.03
34962.0,75.91
35564.0,74.26
35350.0,72.76
35075.0,72.1
34750.0,71.24
33672.0,70.88
33299.0,70.37
33224.0,69.23
34178.0,79.71
36624.0,85.27
37201.0,86.73
37186.0,78.72
35927.0,71.46
32935.0,63.13
29573.0,57.88
26829.0,51.7
24823.0,49.97
23757.0,47.4
23276.0,43.93
23230.0,38.65
23941.0,46.61
26357.0,52.91
31034.0,61.29
33622.0,67.72
34657.0,71.0
35360.0,70.44
35112.0,66.65
34615.0,65.66
34434.0,64.44
33302.0,56.52
32791.0,55.63
32550.0,56.29
33331.0,61.86
35666.0,71.21
36304.0,72.85
36265.0,69.63
35224.0,65.24
32579.0,57.46
29422.0,52.76
26935.0,48.31
25021.0,45.03
23812.0,40.41
23330.0,38.24
23366.0,39.86
23960.0,42.78
26469.0,49.85
30803.0,55.3
33104.0,64.78
34002.0,65.39
34377.0,65.35
34159.0,64.64
34040.0,64.36
33779.0,63.8
32563.0,59.55
32108.0,56.29
32018.0,58.45
32913.0,65.14
35451.0,72.52
36010.0,73.52
35923.0,71.29
34878.0,66.57
32368.0,60.77
29440.0,56.33
27024.0,48.49
25232.0,50.13
24058.0,48.66
23471.0,43.16
23388.0,41.12
23900.0,46.59
26222.0,54.0
30493.0,66.87
32746.0,70.65
33724.0,71.84
33993.0,71.28
33719.0,69.05
33502.0,69.15
33193.0,68.99
31996.0,66.81
31292.0,63.89
30971.0,64.04
31736.0,74.74
34144.0,78.93
34610.0,76.74
34405.0,72.01
33608.0,70.56
31517.0,60.27
29114.0,54.16
27110.0,54.87
25130.0,51.91
23667.0,47.69
22874.0,41.02
22613.0,38.83
22529.0,39.23
23103.0,44.49
24587.0,48.34
25932.0,50.14
28345.0,52.82
29952.0,56.32
30037.0,53.52
29521.0,53.52
29375.0,54.85
28662.0,54.37
27631.0,52.53
27040.0,52.41
27293.0,59.07
29806.0,69.44
30545.0,71.52
30878.0,71.49
30689.0,71.44
29239.0,68.89
27310.0,66.48
25238.0,58.31
23197.0,54.07
21871.0,52.02
21112.0,51.48
20829.0,49.99
20867.0,50.73
21346.0,52.73
21997.0,52.97
22387.0,52.59
24308.0,54.82
26123.0,55.23
26708.0,54.48
26491.0,54.64
26804.0,55.96
26753.0,55.58
25557.0,54.19
24980.0,54.85
25601.0,62.54
28365.0,73.27
29597.0,75.7
30579.0,75.77
30633.0,75.56
29475.0,71.69
27108.0,66.91
24641.0,63.75
22975.0,54.71
22033.0,52.72
21712.0,52.61
21748.0,52.85
22587.0,53.84
25543.0,59.08
30430.0,69.93
33430.0,71.43
34579.0,72.18
35132.0,72.17
34776.0,70.78
34381.0,70.97
33998.0,71.12
32803.0,69.85
32242.0,70.75
32084.0,71.46
33049.0,75.73
35723.0,83.89
36464.0,85.82
36594.0,85.21
35359.0,82.16
32846.0,74.58
29720.0,71.66
26402.0,72.63
24164.0,68.21
22855.0,63.75
22342.0,61.69
22338.0,61.42
23043.0,63.59
26165.0,69.25
31233.0,75.32
34908.0,77.19
36149.0,78.24
36704.0,80.11
36349.0,78.18
35720.0,77.0
35254.0,74.37
33969.0,72.74
33376.0,72.57
33240.0,73.03
33686.0,75.33
36035.0,82.87
37323.0,84.8
37433.0,84.23
36666.0,79.11
34098.0,74.3
30762.0,72.41
29186.0,74.59
26778.0,68.41
25536.0,60.95
24903.0,56.28
24870.0,55.92
25470.0,56.02
28056.0,66.73
32886.0,73.19
35790.0,77.87
37828.0,81.56
37609.0,80.07
37294.0,79.59
36994.0,76.17
35559.0,74.53
35063.0,74.26
35108.0,74.88
35318.0,81.86
36057.0,92.0
38356.0,90.21
38753.0,89.85
37938.0,83.9
35207.0,76.27
31946.0,74.32
25830.0,69.7
24083.0,59.61
23024.0,57.05
22636.0,54.92
22514.0,55.18
23099.0,55.06
25434.0,58.89
28867.0,70.39
31247.0,73.98
32124.0,73.77
32539.0,75.44
32498.0,73.5
32156.0,73.59
32018.0,70.26
31019.0,68.46
30403.0,68.67
29905.0,70.18
29770.0,74.87
29940.0,82.44
32529.0,84.16
34214.0,84.78
33378.0,80.34
30776.0,74.0
28041.0,71.35
24003.0,69.04
22286.0,61.93
21132.0,59.44
20436.0,59.33
20014.0,58.64
20056.0,59.6
20453.0,63.91
20608.0,71.01
21162.0,73.93
22973.0,76.64
24494.0,78.05
24924.0,75.42
25045.0,74.75
25442.0,72.89
25197.0,71.59
24433.0,73.01
23671.0,73.75
23257.0,76.94
23281.0,85.72
23829.0,86.87
25241.0,86.8
28198.0,80.57
27436.0,76.24
25470.0,72.82
25597.0,73.04
23968.0,68.56
23072.0,64.28
22737.0,60.62
22563.0,57.81
22980.0,57.48
24639.0,57.68
27050.0,62.96
29294.0,65.68
30622.0,68.78
31611.0,68.39
32142.0,67.84
32848.0,67.9
33010.0,67.52
31997.0,65.33
31325.0,63.47
31402.0,65.01
31656.0,68.78
31288.0,75.19
30812.0,81.6
30764.0,81.83
31692.0,79.8
30172.0,69.39
27369.0,67.64
25944.0,58.84
24344.0,57.0
23476.0,53.58
22990.0,53.22
22810.0,53.2
23096.0,53.64
24576.0,53.67
27030.0,56.23
29341.0,57.42
30680.0,58.27
31585.0,57.42
32194.0,56.7
32669.0,56.24
32686.0,56.19
31516.0,56.07
30696.0,55.87
30534.0,55.65
30545.0,57.37
30179.0,69.93
29820.0,71.29
29503.0,71.81
29548.0,70.87
29136.0,65.5
27082.0,56.28
27397.0,52.7
25679.0,48.31
24325.0,39.7
23442.0,37.55
22826.0,37.21
22545.0,38.04
22209.0,50.26
21697.0,57.26
22685.0,61.02
24215.0,60.6
25695.0,64.78
26884.0,60.41
27827.0,60.27
28778.0,58.84
29307.0,58.33
28870.0,57.91
28593.0,58.21
28314.0,62.93
28206.0,71.9
28366.0,74.17
28745.0,73.94
29626.0,71.81
31247.0,64.26
30027.0,57.4
27483.0,56.21
25641.0,51.4
24461.0,49.94
23871.0,50.36
23574.0,50.13
23721.0,51.67
24953.0,55.2
26164.0,58.25
28161.0,58.92
30499.0,62.53
31817.0,66.58
32966.0,67.18
33844.0,65.37
34527.0,67.06
34216.0,64.21
33467.0,61.1
33200.0,60.32
33076.0,68.21
32646.0,74.66
31931.0,75.67
31598.0,76.94
32671.0,75.05
31832.0,71.28
29730.0,68.11
25398.0,64.68
23997.0,56.83
22915.0,54.06
